Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
CPK,Chesapeake Utilities Corporation Common Stock,$133.38,-2.41,-1.775%,2364470742.00,United States,,66881,Utilities,Oil & Gas Production
CQP,Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units,$53.47,-1.28,-2.338%,25880930267.00,United States,2007,99817,Utilities,Oil/Gas Transmission
CREG,Smart Powerr Corp. Common Stock,$3.80,0.17,4.683%,27197102.00,China,,4911,Utilities,Power Generation
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,$14.66,0.53,3.751%,224085767.00,Cayman Islands,,106822,Utilities,Water Supply
CWEN,Clearway Energy Inc. Class C Common Stock,$35.06,-0.14,-0.398%,4086028573.00,United States,2015,342019,Utilities,Electric Utilities: Central
CWST,Casella Waste Systems Inc. Class A Common Stock,$72.71,-0.55,-0.751%,3754651186.00,United States,1997,156981,Utilities,Environmental Services
CWT,California Water Service Group Common Stock,$54.96,-0.25,-0.453%,2955364080.00,United States,,194442,Utilities,Water Supply
D,Dominion Energy Inc. Common Stock,$82.71,-0.77,-0.922%,67100170979.00,United States,,2108883,Utilities,Electric Utilities: Central
DCP,DCP Midstream  LP Common Units ,$38.46,0.56,1.478%,8014425910.00,United States,,453117,Utilities,Natural Gas Distribution
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,$19.892,-0.478,-2.347%,0.00,United States,2020,6156,Utilities,Electric Utilities: Central
DTE,DTE Energy Company Common Stock,$132.09,-0.70,-0.527%,25591006437.00,United States,,421051,Utilities,Electric Utilities: Central
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,$19.73,0.19,0.972%,0.00,United States,2021,12511,Utilities,Electric Utilities: Central
DTM,DT Midstream Inc. Common Stock ,$58.15,-0.50,-0.853%,5625083496.00,,2021,260176,Utilities,Oil & Gas Production
DTP,DTE Energy Company 6.25% Corporate Units,$52.40,-0.21,-0.399%,0.00,United States,,63489,Utilities,Electric Utilities: Central
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,$24.01,-0.32,-1.315%,0.00,United States,2017,7905,Utilities,Electric Utilities: Central
DUK,Duke Energy Corporation (Holding Company) Common Stock,$111.16,-0.63,-0.564%,85582137579.00,United States,,1547943,Utilities,Power Generation
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,$25.61,-0.07,-0.273%,0.00,United States,2018,17043,Utilities,Power Generation
DZSI,DZS Inc. Common Stock,$19.02,-0.26,-1.349%,525259458.00,United States,,177181,Utilities,Telecommunications Equipment
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),$8.75,-0.21,-2.344%,13728145463.00,,2016,1442071,Utilities,Electric Utilities: Central
ED,Consolidated Edison Inc. Common Stock,$97.91,-0.67,-0.68%,34689017380.00,United States,,1093831,Utilities,Power Generation
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,$5.93,-0.32,-5.12%,259532582.00,Argentina,2007,7761,Utilities,Electric Utilities: Central
EE,Excelerate Energy Inc. Class A Common Stock,$29.88,0.51,1.736%,784474510.00,,2022,1647723,Utilities,Power Generation
EIX,Edison International Common Stock,$69.78,-0.58,-0.824%,26600153933.00,United States,,1423299,Utilities,Electric Utilities: Central
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),$23.51,-0.76,-3.131%,302086925.00,Israel,,450,Utilities,Electric Utilities: Central
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),$7.51,-0.11,-1.444%,20551518663.00,Brazil,2021,442326,Utilities,Electric Utilities: Central
ENIA,Enel Americas S.A. American Depositary Shares,$5.44,-0.06,-1.091%,11672248802.00,Chile,,1963072,Utilities,Electric Utilities: Central
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),$1.51,0.08,5.594%,2088830027.00,,2016,550099,Utilities,Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,$24.25,0.28,1.168%,0.00,United States,,459,Utilities,Power Generation
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,$11.39,-0.01,-0.088%,5501504334.00,,,1363707,Utilities,Natural Gas Distribution
EPD,Enterprise Products Partners L.P. Common Stock,$28.10,-0.04,-0.142%,61270733346.00,United States,,2955669,Utilities,Natural Gas Distribution
ES,Eversource Energy (D/B/A) Common Stock,$92.30,-0.12,-0.13%,31832251953.00,United States,,691455,Utilities,Electric Utilities: Central
ET,Energy Transfer LP Common Units ,$11.85,-0.16,-1.332%,36563573753.00,United States,,10491668,Utilities,Natural Gas Distribution
ETR,Entergy Corporation Common Stock,$120.00,-0.41,-0.341%,24404916960.00,United States,,699579,Utilities,Electric Utilities: Central
EVRG,Evergy Inc. Common Stock,$70.01,0.00,0.00%,16065774103.00,,2018,1409729,Utilities,Power Generation
EXC,Exelon Corporation Common Stock,$48.73,-0.26,-0.531%,47765614052.00,United States,,4445170,Utilities,Power Generation
FCEL,FuelCell Energy Inc. Common Stock,$4.10,-0.22,-5.093%,1503419837.00,United States,,17101129,Utilities,Electric Utilities: Central
FE,FirstEnergy Corp. Common Stock,$41.88,-0.46,-1.086%,23910643049.00,United States,,3234929,Utilities,Electric Utilities: Central
FKWL,Franklin Wireless Corp. Common Stock,$3.45,-0.04,-1.146%,40000266.00,United States,,4736,Utilities,Telecommunications Equipment
FLNC,Fluence Energy Inc. Class A Common Stock,$10.80,0.60,5.882%,1850219982.00,United States,2021,888875,Utilities,Power Generation
FN,Fabrinet Ordinary Shares,$87.21,-0.98,-1.111%,3208033716.00,Cayman Islands,2010,186386,Utilities,Telecommunications Equipment
FTS,Fortis Inc. Common Shares,$49.86,-0.38,-0.756%,23788206000.00,,2016,543854,Utilities,Electric Utilities: Central
GNE,Genie Energy Ltd. Class B Common Stock Stock,$8.39,0.23,2.819%,219780824.00,United States,2011,70103,Utilities,Power Generation
GWRS,Global Water Resources Inc. Common Stock,$13.96,-0.37,-2.582%,316186908.00,United States,2016,16761,Utilities,Water Supply
HCCI,Heritage-Crystal Clean Inc. Common Stock,$28.07,0.35,1.263%,681592821.00,United States,2008,48672,Utilities,Water Supply
HE,Hawaiian Electric Industries Inc. Common Stock,$42.98,0.01,0.023%,4703359251.00,United States,,250079,Utilities,Power Generation
HLGN,Heliogen Inc. Common Stock,$4.34,-0.19,-4.194%,820811579.00,,2021,522061,Utilities,Power Generation
HNP,Huaneng Power Intl Common Stock,$20.45,0.00,0.00%,8025650210.00,China,1994,27234,Utilities,Electric Utilities: Central
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,$8.01,-0.315,-3.784%,105080963.00,Portugal,,29852,Utilities,Natural Gas Distribution
HTOOW,Fusion Fuel Green PLC Warrant,$2.2501,-0.3499,-13.458%,0.00,Portugal,,2124,Utilities,Natural Gas Distribution
IDA,IDACORP Inc. Common Stock,$107.43,-0.15,-0.139%,5431570989.00,United States,,155850,Utilities,Electric Utilities: Central
INFN,Infinera Corporation Common Stock,$5.73,-0.24,-4.02%,1233066886.00,United States,2007,1190914,Utilities,Telecommunications Equipment
JAN,JanOne Inc. Common Stock (NV),$2.46,-0.19,-7.17%,6955429.00,United States,,143192,Utilities,Environmental Services
KEN,Kenon Holdings Ltd. Ordinary Shares,$57.85,-1.29,-2.181%,3117214623.00,Singapore,2015,60558,Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,$9.14,-0.10,-1.082%,11735103328.00,South Korea,1994,130115,Utilities,Electric Utilities: Central
KMI,Kinder Morgan Inc. Common Stock,$19.93,-0.03,-0.15%,45190727423.00,United States,2011,8446902,Utilities,Natural Gas Distribution
LFG,Archaea Energy Inc. Class A Common Stock,$21.50,-0.50,-2.273%,1728523267.00,United States,2020,925406,Utilities,Power Generation
LNG,Cheniere Energy Inc. Common Stock,$141.96,-1.41,-0.983%,36077580106.00,United States,2001,2267822,Utilities,Oil/Gas Transmission
LNT,Alliant Energy Corporation Common Stock,$62.11,-0.29,-0.465%,15578040646.00,United States,,1227923,Utilities,Power Generation
MGEE,MGE Energy Inc,$79.30,-0.14,-0.176%,2867755241.00,United States,,78739,Utilities,Power Generation
MNTK,Montauk Renewables Inc. Common Stock,$15.23,0.00,0.00%,2187084062.00,United States,2021,369060,Utilities,Power Generation
MSEX,Middlesex Water Company Common Stock,$86.68,-0.63,-0.722%,1522031803.00,United States,,41770,Utilities,Water Supply
MUSA,Murphy USA Inc. Common Stock,$252.34,4.22,1.701%,6107029473.00,United States,2013,303165,Utilities,Natural Gas Distribution
NEE,NextEra Energy Inc. Common Stock,$78.69,0.17,0.217%,154586481865.00,United States,,9293717,Utilities,Electric Utilities: Central
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,$74.67,-0.46,-0.612%,6265216069.00,United States,2014,527656,Utilities,Electric Utilities: Central
NFE,New Fortress Energy Inc. Class A Common Stock,$49.44,1.06,2.191%,10261580951.00,United States,2019,2442500,Utilities,Oil/Gas Transmission
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,$70.88,-2.62,-3.565%,51696089772.00,United Kingdom,,214417,Utilities,Natural Gas Distribution
NI,NiSource Inc Common Stock,$31.42,0.01,0.032%,12750176648.00,United States,,2176540,Utilities,Power Generation
NIMC,NiSource Inc Series A Corporate Units,$118.50,0.84,0.714%,0.00,United States,2021,2928,Utilities,Power Generation
NJR,NewJersey Resources Corporation Common Stock,$46.14,-0.43,-0.923%,4436486132.00,United States,,263185,Utilities,Oil/Gas Transmission
NOVA,Sunnova Energy International Inc. Common Stock,$21.38,0.01,0.047%,2450727954.00,United States,2019,1934611,Utilities,Electric Utilities: Central
NRG,NRG Energy Inc. Common Stock,$45.48,-0.44,-0.958%,10791656309.00,United States,,2248354,Utilities,Electric Utilities: Central
NRGV,Energy Vault Holdings Inc. Common Stock,$15.94,0.13,0.822%,2132107190.00,,2021,632673,Utilities,Power Generation
NTGR,NETGEAR Inc. Common Stock,$19.33,-0.31,-1.578%,556145305.00,United States,2003,212307,Utilities,Telecommunications Equipment
NWE,NorthWestern Corporation Common Stock,$60.44,-0.15,-0.248%,3272152215.00,United States,,308177,Utilities,Power Generation
NWN,Northwest Natural Holding Company Common Stock,$55.18,-0.54,-0.969%,1890241997.00,United States,,242106,Utilities,Oil/Gas Transmission
OEG,Orbital Energy Group Inc. Common Stock,$0.9692,-0.0408,-4.04%,92650643.00,United States,,2170255,Utilities,Power Generation
OGE,OGE Energy Corp Common Stock,$41.00,-0.11,-0.268%,8208309552.00,United States,,734990,Utilities,Electric Utilities: Central
OGS,ONE Gas Inc. Common Stock,$87.15,0.41,0.473%,4713935221.00,,2014,262802,Utilities,Oil/Gas Transmission
OKE,ONEOK Inc. Common Stock,$67.27,-0.14,-0.208%,30043860405.00,United States,,1539890,Utilities,Oil & Gas Production
ORA,Ormat Technologies Inc. Common Stock,$82.64,-0.33,-0.398%,4633763800.00,United States,2004,244475,Utilities,Electric Utilities: Central
OTTR,Otter Tail Corporation Common Stock,$66.64,-0.29,-0.433%,2774266849.00,United States,,81106,Utilities,Electric Utilities: Central
PAM,Pampa Energia S.A. Pampa Energia S.A.,$23.56,0.26,1.116%,1303904640.00,Argentina,,99022,Utilities,Electric Utilities: Central
PCG,Pacific Gas & Electric Co. Common Stock,$12.40,-0.17,-1.352%,24644710944.00,United States,,25844940,Utilities,Power Generation
PCGU,Pacific Gas & Electric Co. Equity Unit,$114.51,-1.17,-1.011%,0.00,United States,,11758,Utilities,Power Generation
PCT,PureCycle Technologies Inc. Common stock,$9.63,-0.03,-0.311%,1571926336.00,United States,,965026,Utilities,Environmental Services
PCTTU,PureCycle Technologies Inc. Unit,$12.1901,0.2601,2.18%,0.00,United States,,310,Utilities,Environmental Services
PCTTW,PureCycle Technologies Inc. Warrant,$3.65,0.09,2.528%,0.00,United States,,6367,Utilities,Environmental Services
PCYO,Pure Cycle Corporation Common Stock,$11.30,-0.10,-0.877%,270731299.00,United States,,76206,Utilities,Water Supply
PEG,Public Service Enterprise Group Incorporated Common Stock,$68.50,-0.04,-0.058%,34199233006.00,United States,,1864253,Utilities,Power Generation
PESI,Perma-Fix Environmental Services Inc. Common Stock,$5.4635,-0.1165,-2.088%,72424686.00,United States,,11146,Utilities,Environmental Services
PI,Impinj Inc. Common Stock,$49.03,-0.98,-1.96%,1244418859.00,United States,2016,157511,Utilities,Telecommunications Equipment
PNM,PNM Resources Inc. (Holding Co.) Common Stock,$47.33,-0.16,-0.337%,4062564586.00,United States,,222974,Utilities,Electric Utilities: Central
PNW,Pinnacle West Capital Corporation Common Stock,$77.49,-0.09,-0.116%,8756454077.00,United States,,308613,Utilities,Electric Utilities: Central
POLY,Plantronics Inc. Common Stock,$39.51,-0.21,-0.529%,1726584590.00,United States,,1028626,Utilities,Telecommunications Equipment
POR,Portland General Electric Co Common Stock,$49.73,0.38,0.77%,4437133788.00,United States,,686487,Utilities,Electric Utilities: Central
PPL,PPL Corporation Common Stock,$29.83,-0.11,-0.367%,21951986788.00,United States,,3692053,Utilities,Electric Utilities: Central
RGCO,RGC Resources Inc. Common Stock,$20.99,0.185,0.889%,205521948.00,United States,,2759,Utilities,Oil & Gas Production
RSG,Republic Services Inc. Common Stock,$134.41,-0.98,-0.724%,42458895466.00,United States,1998,854362,Utilities,Environmental Services
SBET,SharpLink Gaming Ltd. Ordinary Shares,$0.82,-0.0499,-5.736%,18336009.00,Israel,,40209,Utilities,Telecommunications Equipment
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),$9.58,0.05,0.525%,6548024545.00,Brazil,2002,1403469,Utilities,Water Supply
SGU,Star Group L.P. Common Stock,$10.45,0.45,4.50%,384389289.00,United States,,59948,Utilities,Oil Refining/Marketing
SJI,South Jersey Industries Inc. Common Stock,$34.69,-0.03,-0.086%,4246313643.00,United States,,544279,Utilities,Oil/Gas Transmission
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,$17.92,0.00,0.00%,0.00,United States,2019,12485,Utilities,Oil/Gas Transmission
SJIV,South Jersey Industries Inc. Corporate Units,$69.60,0.02,0.029%,0.00,United States,2021,195,Utilities,Oil/Gas Transmission
SJW,SJW Group Common Stock (DE),$62.20,-0.35,-0.56%,1880750419.00,United States,1972,99903,Utilities,Water Supply
SLNG,Stabilis Solutions Inc. Common Stock,$4.75,-0.24,-4.81%,86829748.00,United States,,7690,Utilities,Oil/Gas Transmission
SMED,Sharps Compliance Corp. Common Stock,$4.44,0.04,0.909%,86269480.00,United States,,128656,Utilities,Environmental Services
SMR,NuScale Power Corporation Class A Common Stock,$9.44,-0.04,-0.422%,411728470.00,,2022,514313,Utilities,Power Generation
SO,Southern Company (The) Common Stock,$75.26,-0.69,-0.908%,79965607041.00,United States,,2686210,Utilities,Power Generation
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,$24.10,-0.11,-0.454%,0.00,United States,2017,46354,Utilities,Power Generation
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,$22.71,-0.12,-0.526%,0.00,United States,2020,279241,Utilities,Power Generation
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,$19.54,-0.11,-0.56%,0.00,United States,2020,154594,Utilities,Electric Utilities: Central
SOLN,Southern Company (The) 2019 Series A Corporate Units,$55.97,-0.58,-1.026%,0.00,United States,2019,37695,Utilities,Power Generation
SPH,Suburban Propane Partners L.P. Common Stock,$17.36,0.10,0.579%,1093213450.00,United States,1996,168183,Utilities,Other Specialty Stores
SR,Spire Inc. Common Stock,$77.61,-0.59,-0.754%,4045186635.00,United States,,203571,Utilities,Oil/Gas Transmission
SRCL,Stericycle Inc. Common Stock,$49.56,-0.66,-1.314%,4563885939.00,United States,1996,426776,Utilities,Environmental Services
SRE,DBA Sempra Common Stock,$160.25,-2.66,-1.633%,50367332983.00,United States,,1273522,Utilities,Oil/Gas Transmission
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,$24.85,-0.03,-0.121%,0.00,United States,2019,33996,Utilities,Natural Gas Distribution
SWX,Southwest Gas Holdings Inc. Common Stock (DE),$93.82,-0.06,-0.064%,6272059331.00,United States,,237271,Utilities,Oil & Gas Production
TAC,TransAlta Corporation Ordinary Shares,$11.52,0.03,0.261%,3118320104.00,Canada,,214005,Utilities,Electric Utilities: Central
TGS,Transportadora de Gas del Sur SA TGS Common Stock,$6.60,0.02,0.304%,993644593.00,Argentina,,43199,Utilities,Natural Gas Distribution
TRGP,Targa Resources Inc. Common Stock,$77.35,0.67,0.874%,17634863292.00,United States,2010,1486666,Utilities,Natural Gas Distribution
TVC,Tennessee Valley Authority Common Stock,$23.78,-0.11,-0.46%,0.00,United States,,2987,Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,$22.99,-0.05,-0.217%,0.00,United States,,4004,Utilities,Electric Utilities: Central
UGI,UGI Corporation Common Stock,$43.21,-1.07,-2.416%,9073818616.00,United States,,1000939,Utilities,Natural Gas Distribution
UGIC,UGI Corporation Corporate Units,$99.25,-1.12,-1.116%,0.00,United States,2021,4331,Utilities,Natural Gas Distribution
UTL,UNITIL Corporation Common Stock,$57.11,-0.62,-1.074%,915530867.00,United States,1985,50737,Utilities,Power Generation
VIA,Via Renewables Inc. Class A Common Stock,$8.22,-0.26,-3.066%,128736470.00,United States,2014,97168,Utilities,Power Generation
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,$25.00,-0.07,-0.279%,0.00,United States,,6423,Utilities,Power Generation
VST,Vistra Corp. Common Stock,$25.85,-0.13,-0.50%,11162605240.00,,,3388977,Utilities,Power Generation
VVPR,VivoPower International PLC Ordinary Shares,$1.48,0.04,2.778%,30622249.00,United Kingdom,,32724,Utilities,Power Generation
WCN,Waste Connections Inc. Common Shares,$129.16,-1.08,-0.829%,33215429075.00,Canada,,547519,Utilities,Power Generation
WEC,WEC Energy Group Inc. Common Stock,$104.18,-0.68,-0.648%,32861969440.00,United States,,834655,Utilities,Power Generation
WM,Waste Management Inc. Common Stock,$159.12,-0.26,-0.163%,66067741818.00,United States,,1007816,Utilities,Environmental Services
WMB,Williams Companies Inc. (The) Common Stock,$37.51,-0.23,-0.609%,45687615154.00,United States,,4672110,Utilities,Natural Gas Distribution
WTRG,Essential Utilities Inc. Common Stock,$47.16,0.11,0.234%,12359111836.00,United States,,829641,Utilities,Water Supply
XEL,Xcel Energy Inc. Common Stock,$74.88,-0.60,-0.795%,40783637906.00,United States,,2255096,Utilities,Power Generation
YORW,York Water Company (The) Common Stock,$41.18,-0.59,-1.412%,586666505.00,United States,,22433,Utilities,Water Supply
ZWS,Zurn Water Solutions Corporation Common Stock,$30.94,-0.17,-0.546%,3897435471.00,United States,2012,886457,Utilities,Environmental Services
